Unnamed: 0,time,title,Tuples,s,p,o,sp,po,spo,open price change,close price change
625,20090928 11:00 PM EDT,Starbucks VIA Ready Brew Arrives at All U.S. Starbucks Locations and Revolutionizes the Instant Coffee Experience,"('Starbucks VIA Ready Brew', 'Revolutionizes', 'Coffee Experience')",Starbucks VIA Ready Brew,Revolutionizes,Coffee Experience,Starbucks VIA Ready Brew Revolutionizes,Revolutionizes Coffee Experience,Starbucks VIA Ready Brew Revolutionizes Coffee Experience,0.40500000000000114,0.39500000000000135
626,20090928 09:52 PM EDT,"Starbucks debuts Via instant coffee in U.S., Canada","('Starbucks', 'debuts Canada in', 'U.S.')",Starbucks,debuts Canada in,U.S.,Starbucks debuts Canada in,debuts Canada in U.S.,Starbucks debuts Canada in U.S.,0.40500000000000114,0.39500000000000135
627,20090928 09:34 PM EDT,"Starbucks debuts Via instant coffee in U.S., Canada","('Starbucks', 'debuts Canada in', 'U.S.')",Starbucks,debuts Canada in,U.S.,Starbucks debuts Canada in,debuts Canada in U.S.,Starbucks debuts Canada in U.S.,0.40500000000000114,0.39500000000000135
628,20090929 04:13 PM EDT,ADDING MULTIMEDIAStarbucks VIA Ready Brew Arrives at All U.S. Starbucks Locations and Revolutionizes the Instant Coffee Experience,"('MULTIMEDIAStarbucks VIA Ready Brew', 'Arrives at', 'U.S. Starbucks Locations')",MULTIMEDIAStarbucks VIA Ready Brew,Arrives at,U.S. Starbucks Locations,MULTIMEDIAStarbucks VIA Ready Brew Arrives at,Arrives at U.S. Starbucks Locations,MULTIMEDIAStarbucks VIA Ready Brew Arrives at U.S. Starbucks Locations,0.3699999999999992,-0.120000000000001
630,20091007 10:21 PM EDT,Starbucks sues former exec for working for rival,"('Starbucks', 'sues', 'former exec for working for rival')",Starbucks,sues,former exec for working for rival,Starbucks sues,sues former exec for working for rival,Starbucks sues former exec for working for rival,0.20999999999999908,-0.06500000000000128
634,20091008 04:39 AM EDT,Starbucks sues former exec for working for rival,"('Starbucks', 'sues', 'former exec for working for rival')",Starbucks,sues,former exec for working for rival,Starbucks sues,sues former exec for working for rival,Starbucks sues former exec for working for rival,-0.004999999999999005,0.03500000000000014
635,20091012 12:01 AM EDT,Starbucks U.S. Introduces Starbucks VIA Decaf for Holiday Season,"('Starbucks U.S.', 'Introduces', 'Starbucks VIA Decaf')",Starbucks U.S.,Introduces,Starbucks VIA Decaf,Starbucks U.S. Introduces,Introduces Starbucks VIA Decaf,Starbucks U.S. Introduces Starbucks VIA Decaf,-0.10500000000000043,0.0600000000000005
636,20091013 06:07 AM EDT,Carly Simon spills hot coffee on Starbucks label,"('Carly Simon', 'spills coffee on', 'Starbucks label')",Carly Simon,spills coffee on,Starbucks label,Carly Simon spills coffee on,spills coffee on Starbucks label,Carly Simon spills coffee on Starbucks label,0.1349999999999998,-0.08499999999999908
637,20091013 05:53 AM EDT,Carly Simon spills hot coffee on Starbucks label,"('Carly Simon', 'spills coffee on', 'Starbucks label')",Carly Simon,spills coffee on,Starbucks label,Carly Simon spills coffee on,spills coffee on Starbucks label,Carly Simon spills coffee on Starbucks label,0.1349999999999998,-0.08499999999999908
638,20091015 06:36 AM EDT,"CORRECTED - CORRECTED-Starbucks Japan lifts outlook on cost cuts, local appr","('CORRECTED Starbucks Japan', 'lifts', 'outlook')",CORRECTED Starbucks Japan,lifts,outlook,CORRECTED Starbucks Japan lifts,lifts outlook,CORRECTED Starbucks Japan lifts outlook,-0.03999999999999915,0.08999999999999986
641,20091020 12:47 PM EDT," Starbucks' Tip Policy Held to Violate Minnesota Law in Lawsuit Brought by Nichols Kaster, PLLP","(""Starbucks ' Tip Policy"", 'Held to', 'Minnesota Law in Lawsuit Brought')",Starbucks ' Tip Policy,Held to,Minnesota Law in Lawsuit Brought,Starbucks ' Tip Policy Held to,Held to Minnesota Law in Lawsuit Brought,Starbucks ' Tip Policy Held to Minnesota Law in Lawsuit Brought,0.05000000000000071,-0.20500000000000007
642,20091020 10:11 AM EDT,"John Moore, Popular Blogger & Former Starbucks & Whole Food Marketer, Headlines Zuberance & WOMMA Word of Mouth Webinar on Nov 4","('John Moore', 'Word of', 'Mouth Webinar')",John Moore,Word of,Mouth Webinar,John Moore Word of,Word of Mouth Webinar,John Moore Word of Mouth Webinar,0.05000000000000071,-0.20500000000000007
643,20091022 04:05 PM EDT,Starbucks Announces Q4 and Fiscal Year End 2009 Results Conference Call,"('Starbucks', 'Announces', 'Q4 2009 Results Conference Call')",Starbucks,Announces,Q4 2009 Results Conference Call,Starbucks Announces,Announces Q4 2009 Results Conference Call,Starbucks Announces Q4 2009 Results Conference Call,0.0,0.16000000000000014
644,20091023 09:57 PM EDT,Starbucks Reaches Agreement with Paul Twohig,"('Starbucks', 'Reaches Agreement with', 'Paul Twohig')",Starbucks,Reaches Agreement with,Paul Twohig,Starbucks Reaches Agreement with,Reaches Agreement with Paul Twohig,Starbucks Reaches Agreement with Paul Twohig,0.09499999999999886,-0.19500000000000028
646,20091029 12:30 PM EDT,Starbucks Appoints Head of Global Human Resources,"('Starbucks', 'Appoints', 'Head of Global Human Resources')",Starbucks,Appoints,Head of Global Human Resources,Starbucks Appoints,Appoints Head of Global Human Resources,Starbucks Appoints Head of Global Human Resources,-0.11999999999999922,0.39000000000000057
647,20091030 03:21 PM EDT,"Starbucks Consolidates Card Programs for Easier, More Rewarding Loyalty Program","('Starbucks', 'Consolidates Card Programs for', 'More Rewarding Loyalty Program')",Starbucks,Consolidates Card Programs for,More Rewarding Loyalty Program,Starbucks Consolidates Card Programs for,Consolidates Card Programs for More Rewarding Loyalty Program,Starbucks Consolidates Card Programs for More Rewarding Loyalty Program,0.29999999999999893,-0.2699999999999996
648,20091030 03:08 PM EDT,"Starbucks merging reward plans, adding free drinks","('Starbucks', 'merging', 'reward plans')",Starbucks,merging,reward plans,Starbucks merging,merging reward plans,Starbucks merging reward plans,0.29999999999999893,-0.2699999999999996
649,20091030 03:06 PM EDT,"Starbucks merging reward plans, adding free drinks","('Starbucks', 'merging', 'reward plans')",Starbucks,merging,reward plans,Starbucks merging,merging reward plans,Starbucks merging reward plans,0.29999999999999893,-0.2699999999999996
650,20091105 08:32 PM EST,Starbucks raises outlook as turnaround signs mount,"('Starbucks', 'raises outlook', 'as turnaround signs mount')",Starbucks,raises outlook,as turnaround signs mount,Starbucks raises outlook,raises outlook as turnaround signs mount,Starbucks raises outlook as turnaround signs mount,-0.08999999999999986,0.24499999999999922
651,20091105 08:31 PM EST,UPDATE 4-Starbucks raises outlook as turnaround signs mount,"('UPDATE 4 Starbucks', 'raises outlook', 'turnaround signs mount')",UPDATE 4 Starbucks,raises outlook,turnaround signs mount,UPDATE 4 Starbucks raises outlook,raises outlook turnaround signs mount,UPDATE 4 Starbucks raises outlook turnaround signs mount,-0.08999999999999986,0.24499999999999922
652,20091105 06:34 PM EST,"Starbucks beats view, raises targets","('Starbucks', 'beats', 'view')",Starbucks,beats,view,Starbucks beats,beats view,Starbucks beats view,-0.08999999999999986,0.24499999999999922
653,20091105 06:33 PM EST,"UPDATE 3-Starbucks beats view, raises targets, shares jump","('UPDATE Starbucks', 'beats', 'view')",UPDATE Starbucks,beats,view,UPDATE Starbucks beats,beats view,UPDATE Starbucks beats view,-0.08999999999999986,0.24499999999999922
654,20091105 04:22 PM EST,Starbucks rises after results,"('Starbucks', 'rises after', 'results')",Starbucks,rises after,results,Starbucks rises after,rises after results,Starbucks rises after results,-0.08999999999999986,0.24499999999999922
658,20091112 03:31 PM EST,ADDING MULTIMEDIA Starbucks Industry-Leading Design Initiatives Help Reduce Environmental Footprint of Global Store Operations,"('ADDING MULTIMEDIA Starbucks Leading Design Initiatives', 'Help', 'Reduce Environmental Footprint')",ADDING MULTIMEDIA Starbucks Leading Design Initiatives,Help,Reduce Environmental Footprint,ADDING MULTIMEDIA Starbucks Leading Design Initiatives Help,Help Reduce Environmental Footprint,ADDING MULTIMEDIA Starbucks Leading Design Initiatives Help Reduce Environmental Footprint,0.0,-0.015000000000000568
659,20091112 01:31 PM EST,Starbucks CEO: McDonald's made Starbucks better,"('McDonald', 'made better', 'Starbucks')",McDonald,made better,Starbucks,McDonald made better,made better Starbucks,McDonald made better Starbucks,0.0,-0.015000000000000568
660,20091112 01:23 PM EST,UPDATE 1-Starbucks CEO--McDonald's made Starbucks better,"('McDonald', 'made', 'Starbucks')",McDonald,made,Starbucks,McDonald made,made Starbucks,McDonald made Starbucks,0.0,-0.015000000000000568
661,20091112 09:00 AM EST,Starbucks Industry-Leading Design Initiatives Help Reduce Environmental Footprint of Global Store Operations,"('Starbucks Leading Design Initiatives', 'Help', 'Reduce Environmental Footprint of Global Store Operations')",Starbucks Leading Design Initiatives,Help,Reduce Environmental Footprint of Global Store Operations,Starbucks Leading Design Initiatives Help,Help Reduce Environmental Footprint of Global Store Operations,Starbucks Leading Design Initiatives Help Reduce Environmental Footprint of Global Store Operations,0.0,-0.015000000000000568
662,20091113 08:28 AM EST,All New Starbucks Stores to Be LEED-Certified,"('New Starbucks Stores', 'Be', 'Certified')",New Starbucks Stores,Be,Certified,New Starbucks Stores Be,Be Certified,New Starbucks Stores Be Certified,0.03500000000000014,0.05000000000000071
664,20091117  7:00AM UTC,"(RED)(TM) Partners Including Starbucks, Gap and Dell Will Give More to Help Raise Awareness and Funds on World AIDS Day, December 1","('Starbucks', 'Including Partners is', 'TM')",Starbucks,Including Partners is,TM,Starbucks Including Partners is,Including Partners is TM,Starbucks Including Partners is TM,0.03999999999999915,-0.03500000000000014
665,20091117  12:01AM UTC,Starbucks Turns (RED) This Holiday Season,"('Starbucks', 'Turns', 'Holiday Season')",Starbucks,Turns,Holiday Season,Starbucks Turns,Turns Holiday Season,Starbucks Turns Holiday Season,0.03999999999999915,-0.03500000000000014
666,20091119  9:58AM UTC,International Youth Foundation Announces Recipients of 2009 Starbucks(TM) Shared Planet(TM) Youth Action Grants,"('International Youth Foundation', 'Announces', 'Recipients')",International Youth Foundation,Announces,Recipients,International Youth Foundation Announces,Announces Recipients,International Youth Foundation Announces Recipients,-0.1349999999999998,-0.09499999999999886
667,20091123  12:26PM UTC,"PicksThatMove.com Announces Investment Opinion on Ldk Solar Co Ltd, Coalcorp Mining Inc., Encore Renaissance Resources Corp., Starbucks Corp. and Cord Blood America Inc.","('PicksThatMove.com', 'Announces', 'Investment Opinion')",PicksThatMove.com,Announces,Investment Opinion,PicksThatMove.com Announces,Announces Investment Opinion,PicksThatMove.com Announces Investment Opinion,0.2400000000000002,0.09999999999999964
668,20091124  10:23PM UTC,Starbucks sees China as next key market after U.S.,"('Starbucks', 'sees China after', 'U.S.')",Starbucks,sees China after,U.S.,Starbucks sees China after,sees China after U.S.,Starbucks sees China after U.S.,-0.14999999999999858,-0.14000000000000057
669,20091124  10:22PM UTC,Starbucks sees China as next key market after US,"('Starbucks', 'sees China as', 'next key market')",Starbucks,sees China as,next key market,Starbucks sees China as,sees China as next key market,Starbucks sees China as next key market,-0.14999999999999858,-0.14000000000000057
671,20091201  9:31AM UTC,"Critical Alerts for Amazon.com, Philip Morris International, Starbucks, Equity Residential, and Trina Solar Released by Seven Summits Research","('Alerts', 'Released by', 'Seven Summits Research')",Alerts,Released by,Seven Summits Research,Alerts Released by,Released by Seven Summits Research,Alerts Released by Seven Summits Research,0.3100000000000005,-0.08499999999999908
673,20091201  9:00AM UTC,"Starbucks Appoints John Culver as President, Starbucks Coffee International","('Starbucks', 'Appoints', 'John Culver')",Starbucks,Appoints,John Culver,Starbucks Appoints,Appoints John Culver,Starbucks Appoints John Culver,0.3100000000000005,-0.08499999999999908
675,20091204  7:39PM UTC,L`augurio di Starbucks per le feste: amore in tutto il mondo,"('amore', 'is in', 'tutto il mondo')",amore,is in,tutto il mondo,amore is in,is in tutto il mondo,amore is in tutto il mondo,-0.15499999999999936,0.2400000000000002
678,20091204  2:39PM UTC,"Der Weihnachtswunsch von Starbucks: Liebe, die rund um die Welt gehÃ¶rt wird","('Liebe', 'die', 'rund')",Liebe,die,rund,Liebe die,die rund,Liebe die rund,-0.15499999999999936,0.2400000000000002
684,20091208  3:40PM UTC,Starbucks Brings Together 124 Countries for Unprecedented Global Sing-Along,"('Starbucks', 'Brings', 'Together 124 Countries')",Starbucks,Brings,Together 124 Countries,Starbucks Brings,Brings Together 124 Countries,Starbucks Brings Together 124 Countries,-0.19000000000000128,-0.08999999999999986
691,20091209  7:05AM UTC,Starbucks vereint 124 LÃ¤nder in bisher einzigartiger globaler Gesangsdarbietung,"('124 LÃ', 'is in', 'bisher einzigartiger globaler Gesangsdarbietung')",124 LÃ,is in,bisher einzigartiger globaler Gesangsdarbietung,124 LÃ is in,is in bisher einzigartiger globaler Gesangsdarbietung,124 LÃ is in bisher einzigartiger globaler Gesangsdarbietung,0.05500000000000149,0.040000000000000924
695,20091223  9:31AM UTC,"Critical Alerts for AIG, Nokia, Starbucks, Toll Brothers, and McAfee Released by Seven Summits Research","('Alerts', 'Released by', 'Seven Summits Research')",Alerts,Released by,Seven Summits Research,Alerts Released by,Released by Seven Summits Research,Alerts Released by Seven Summits Research,0.16999999999999993,0.009999999999999787
696,20100106  5:32PM UTC,Calorie postings trim Starbucks calorie consumption,"('Calorie postings', 'trim', 'Starbucks calorie consumption')",Calorie postings,trim,Starbucks calorie consumption,Calorie postings trim,trim Starbucks calorie consumption,Calorie postings trim Starbucks calorie consumption,0.2599999999999998,-0.08499999999999908
697,20100106  5:19PM UTC,Calorie postings trim Starbucks calorie consumption,"('Calorie postings', 'trim', 'Starbucks calorie consumption')",Calorie postings,trim,Starbucks calorie consumption,Calorie postings trim,trim Starbucks calorie consumption,Calorie postings trim Starbucks calorie consumption,0.2599999999999998,-0.08499999999999908
698,20100106  4:07PM UTC,Starbucks to Provide Additional Lower Calorie Options this January,"('Starbucks', 'Provide Calorie Options at_time', 'January')",Starbucks,Provide Calorie Options at_time,January,Starbucks Provide Calorie Options at_time,Provide Calorie Options at_time January,Starbucks Provide Calorie Options at_time January,0.2599999999999998,-0.08499999999999908
699,20100106  4:05PM UTC,Starbucks Announces Q1 Fiscal Year 2010 Results Conference Call,"('Starbucks', 'Announces', 'Q1 Fiscal Year 2010 Results Conference Call')",Starbucks,Announces,Q1 Fiscal Year 2010 Results Conference Call,Starbucks Announces,Announces Q1 Fiscal Year 2010 Results Conference Call,Starbucks Announces Q1 Fiscal Year 2010 Results Conference Call,0.2599999999999998,-0.08499999999999908
700,20100107  10:42AM UTC,Calorie postings trim Starbucks calorie consumption,"('Calorie postings', 'trim', 'Starbucks calorie consumption')",Calorie postings,trim,Starbucks calorie consumption,Calorie postings trim,trim Starbucks calorie consumption,Calorie postings trim Starbucks calorie consumption,-0.09999999999999964,-0.030000000000001137
702,20100118  6:45AM UTC,Starbucks to Accept Red Cross Donations for Haitian Relief Efforts in U.S. and Canada,"('Starbucks', 'Accept Red Cross Donations for', 'Relief Efforts')",Starbucks,Accept Red Cross Donations for,Relief Efforts,Starbucks Accept Red Cross Donations for,Accept Red Cross Donations for Relief Efforts,Starbucks Accept Red Cross Donations for Relief Efforts,-0.16500000000000092,0.15499999999999936
706,20100120  6:22PM UTC,"U.S. sales grow at Starbucks, shares rise","('U.S. sales', 'grow at', 'Starbucks')",U.S. sales,grow at,Starbucks,U.S. sales grow at,grow at Starbucks,U.S. sales grow at Starbucks,0.16999999999999993,-0.14499999999999957
708,20100120  4:13PM UTC,Starbucks rises following results,"('Starbucks', 'rises following', 'results')",Starbucks,rises following,results,Starbucks rises following,rises following results,Starbucks rises following results,0.16999999999999993,-0.14499999999999957
710,20100121  11:44PM UTC,"Starbucks Corporation zet eerste stappen op de Europese markt voor ""ready-to-drink"" koffie met Arla Foods","('koffie', 'met', 'Arla Foods')",koffie,met,Arla Foods,koffie met,met Arla Foods,koffie met Arla Foods,0.19000000000000128,0.19500000000000028
